area,areaid,daydiff,daytotal,referencedate,totaldistinctpersons,totalvaccinations
ΓΡΕΒΕΝΩΝ,301,0,45,2021-01-09T00:00:00,90,90
ΔΡΑΜΑΣ,101,0,100,2021-01-09T00:00:00,200,200
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,-25,0,2021-01-09T00:00:00,421,421
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,-94,346,2021-01-09T00:00:00,1793,1793
ΕΒΡΟΥ,102,12,104,2021-01-09T00:00:00,196,196
ΕΥΒΟΙΑΣ,802,-43,129,2021-01-09T00:00:00,351,351
ΕΥΡΥΤΑΝΙΑΣ,803,-15,35,2021-01-09T00:00:00,85,85
ΖΑΚΥΝΘΟΥ,601,0,0,2021-01-09T00:00:00,0,0
ΗΛΕΙΑΣ,703,-113,93,2021-01-09T00:00:00,364,364
ΗΜΑΘΙΑΣ,201,8,99,2021-01-09T00:00:00,387,387
ΗΡΑΚΛΕΙΟΥ,1301,20,229,2021-01-09T00:00:00,922,922
ΘΑΣΟΥ,103,0,0,2021-01-09T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,-30,55,2021-01-09T00:00:00,180,180
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,-271,527,2021-01-09T00:00:00,5254,5254
ΘΗΡΑΣ,1202,0,0,2021-01-09T00:00:00,0,0
ΙΘΑΚΗΣ,602,0,0,2021-01-09T00:00:00,0,0
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,10,90,2021-01-10T00:00:00,495,495
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,0,0,2021-01-10T00:00:00,702,702
ΑΝΔΡΟΥ,1201,0,0,2021-01-10T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,-55,35,2021-01-10T00:00:00,234,234
ΑΡΚΑΔΙΑΣ,1002,16,118,2021-01-10T00:00:00,437,437
ΑΡΤΑΣ,401,-76,0,2021-01-10T00:00:00,396,396
ΑΧΑΪΑΣ,702,-100,0,2021-01-10T00:00:00,1645,1645
ΒΟΙΩΤΙΑΣ,801,5,75,2021-01-10T00:00:00,270,270
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,106,161,2021-01-10T00:00:00,3355,3355
ΓΡΕΒΕΝΩΝ,301,0,45,2021-01-10T00:00:00,135,135
ΔΡΑΜΑΣ,101,-2,98,2021-01-10T00:00:00,296,296
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,0,0,2021-01-10T00:00:00,414,414
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,-121,225,2021-01-10T00:00:00,2011,2011
ΕΒΡΟΥ,102,38,141,2021-01-10T00:00:00,336,336
ΕΥΒΟΙΑΣ,802,-33,96,2021-01-10T00:00:00,447,447
ΕΥΡΥΤΑΝΙΑΣ,803,-20,15,2021-01-10T00:00:00,100,100
ΖΑΚΥΝΘΟΥ,601,0,0,2021-01-10T00:00:00,0,0
ΗΛΕΙΑΣ,703,-1,91,2021-01-10T00:00:00,454,454
ΗΜΑΘΙΑΣ,201,-5,94,2021-01-10T00:00:00,480,480
ΗΡΑΚΛΕΙΟΥ,1301,-24,203,2021-01-10T00:00:00,1113,1113
ΘΑΣΟΥ,103,0,0,2021-01-10T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,-10,45,2021-01-10T00:00:00,225,225
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,-242,285,2021-01-10T00:00:00,5513,5513
ΘΗΡΑΣ,1202,0,0,2021-01-10T00:00:00,0,0
ΙΘΑΚΗΣ,602,0,0,2021-01-10T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,0,0,2021-01-10T00:00:00,0,0
ΙΩΑΝΝΙΝΩΝ,403,0,134,2021-01-10T00:00:00,1741,1741
ΚΑΒΑΛΑΣ,104,15,113,2021-01-10T00:00:00,299,299
ΚΑΛΥΜΝΟΥ,1203,0,0,2021-01-10T00:00:00,0,0
ΚΑΡΔΙΤΣΑΣ,501,0,0,2021-01-10T00:00:00,544,544
ΚΑΡΠΑΘΟΥ,1204,0,0,2021-01-10T00:00:00,0,0
ΚΑΣΤΟΡΙΑΣ,302,-14,40,2021-01-10T00:00:00,154,154
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-10T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,-305,618,2021-01-10T00:00:00,12408,12408
ΚΕΡΚΥΡΑΣ,603,0,0,2021-01-10T00:00:00,0,0
ΚΕΦΑΛΛΗΝΙΑΣ,604,0,0,2021-01-10T00:00:00,0,0
ΚΙΛΚΙΣ,203,0,50,2021-01-10T00:00:00,205,205
ΚΟΖΑΝΗΣ,303,0,50,2021-01-10T00:00:00,548,548
ΚΟΡΙΝΘΙΑΣ,1003,-55,0,2021-01-10T00:00:00,280,280
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,26,116,2021-01-11T00:00:00,612,612
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,0,0,2021-01-11T00:00:00,703,703
ΑΝΔΡΟΥ,1201,0,0,2021-01-11T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,-10,25,2021-01-11T00:00:00,260,260
ΑΡΚΑΔΙΑΣ,1002,-73,46,2021-01-11T00:00:00,485,485
ΑΡΤΑΣ,401,35,35,2021-01-11T00:00:00,435,435
ΑΧΑΪΑΣ,702,10,10,2021-01-11T00:00:00,1661,1661
ΒΟΙΩΤΙΑΣ,801,5,80,2021-01-11T00:00:00,350,350
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,632,795,2021-01-11T00:00:00,4168,4168
ΓΡΕΒΕΝΩΝ,301,0,45,2021-01-11T00:00:00,180,180
ΔΡΑΜΑΣ,101,-28,73,2021-01-11T00:00:00,374,374
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,23,23,2021-01-11T00:00:00,444,444
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,34,259,2021-01-11T00:00:00,2277,2277
ΕΒΡΟΥ,102,-1,148,2021-01-11T00:00:00,492,492
ΕΥΒΟΙΑΣ,802,-32,66,2021-01-11T00:00:00,515,515
ΕΥΡΥΤΑΝΙΑΣ,803,5,20,2021-01-11T00:00:00,120,120
ΖΑΚΥΝΘΟΥ,601,0,0,2021-01-11T00:00:00,0,0
ΗΛΕΙΑΣ,703,-37,56,2021-01-11T00:00:00,512,512
ΗΜΑΘΙΑΣ,201,-31,65,2021-01-11T00:00:00,548,548
ΗΡΑΚΛΕΙΟΥ,1301,12,220,2021-01-11T00:00:00,1348,1348
ΘΑΣΟΥ,103,0,0,2021-01-11T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,-45,0,2021-01-11T00:00:00,225,225
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,201,486,2021-01-11T00:00:00,6025,6025
ΘΗΡΑΣ,1202,5,5,2021-01-11T00:00:00,5,5
ΙΘΑΚΗΣ,602,0,0,2021-01-11T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,0,0,2021-01-11T00:00:00,0,0
ΙΩΑΝΝΙΝΩΝ,403,44,180,2021-01-11T00:00:00,1923,1923
ΚΑΒΑΛΑΣ,104,5,122,2021-01-11T00:00:00,427,427
ΚΑΛΥΜΝΟΥ,1203,0,0,2021-01-11T00:00:00,0,0
ΚΑΡΔΙΤΣΑΣ,501,0,0,2021-01-11T00:00:00,544,544
ΚΑΡΠΑΘΟΥ,1204,0,0,2021-01-11T00:00:00,0,0
ΚΑΣΤΟΡΙΑΣ,302,5,45,2021-01-11T00:00:00,199,199
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,-69,63,2021-01-12T00:00:00,691,691
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,0,0,2021-01-12T00:00:00,707,707
ΑΝΔΡΟΥ,1201,0,0,2021-01-12T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,-25,0,2021-01-12T00:00:00,260,260
ΑΡΚΑΔΙΑΣ,1002,-46,0,2021-01-12T00:00:00,485,485
ΑΡΤΑΣ,401,52,91,2021-01-12T00:00:00,530,530
ΑΧΑΪΑΣ,702,95,105,2021-01-12T00:00:00,1766,1766
ΒΟΙΩΤΙΑΣ,801,-70,10,2021-01-12T00:00:00,360,360
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,393,1222,2021-01-12T00:00:00,5425,5425
ΓΡΕΒΕΝΩΝ,301,-30,15,2021-01-12T00:00:00,195,195
ΔΡΑΜΑΣ,101,-73,0,2021-01-12T00:00:00,375,375
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,2,25,2021-01-12T00:00:00,472,472
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,-229,30,2021-01-12T00:00:00,2313,2313
ΕΒΡΟΥ,102,22,172,2021-01-12T00:00:00,668,668
ΕΥΒΟΙΑΣ,802,-6,60,2021-01-12T00:00:00,575,575
ΕΥΡΥΤΑΝΙΑΣ,803,5,25,2021-01-12T00:00:00,145,145
ΖΑΚΥΝΘΟΥ,601,50,50,2021-01-12T00:00:00,50,50
ΗΛΕΙΑΣ,703,-56,0,2021-01-12T00:00:00,515,515
ΗΜΑΘΙΑΣ,201,-42,24,2021-01-12T00:00:00,574,574
ΤΡΙΚΑΛΩΝ,505,-25,0,2021-01-12T00:00:00,620,620
ΦΘΙΩΤΙΔΑΣ,804,-20,85,2021-01-12T00:00:00,575,575
ΦΛΩΡΙΝΑΣ,304,-43,0,2021-01-12T00:00:00,242,242
ΦΩΚΙΔΑΣ,805,-5,0,2021-01-12T00:00:00,105,105
ΧΑΛΚΙΔΙΚΗΣ,207,-75,0,2021-01-12T00:00:00,245,245
ΧΑΝΙΩΝ,1304,-39,0,2021-01-12T00:00:00,929,929
ΧΙΟΥ,1105,70,70,2021-01-12T00:00:00,70,70
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,-14,49,2021-01-13T00:00:00,740,740
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,0,0,2021-01-13T00:00:00,707,707
ΑΝΔΡΟΥ,1201,0,0,2021-01-13T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,0,0,2021-01-13T00:00:00,260,260
ΑΡΚΑΔΙΑΣ,1002,10,10,2021-01-13T00:00:00,495,495
ΑΡΤΑΣ,401,-56,35,2021-01-13T00:00:00,565,565
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,10,60,2021-01-07T00:00:00,210,210
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,76,136,2021-01-07T00:00:00,698,698
ΑΝΔΡΟΥ,1201,0,0,2021-01-07T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,0,0,2021-01-07T00:00:00,0,0
ΑΡΚΑΔΙΑΣ,1002,43,43,2021-01-07T00:00:00,43,43
ΑΡΤΑΣ,401,18,39,2021-01-07T00:00:00,229,229
ΑΧΑΪΑΣ,702,125,165,2021-01-07T00:00:00,1421,1421
ΒΟΙΩΤΙΑΣ,801,0,0,2021-01-07T00:00:00,0,0
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,102,554,2021-01-07T00:00:00,2308,2308
ΓΡΕΒΕΝΩΝ,301,0,0,2021-01-07T00:00:00,0,0
ΔΡΑΜΑΣ,101,0,0,2021-01-07T00:00:00,0,0
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,60,60,2021-01-07T00:00:00,396,396
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,43,194,2021-01-07T00:00:00,1006,1006
ΕΒΡΟΥ,102,0,0,2021-01-07T00:00:00,0,0
ΕΥΒΟΙΑΣ,802,50,50,2021-01-07T00:00:00,50,50
ΕΥΡΥΤΑΝΙΑΣ,803,0,0,2021-01-07T00:00:00,0,0
ΖΑΚΥΝΘΟΥ,601,0,0,2021-01-07T00:00:00,0,0
ΗΛΕΙΑΣ,703,64,64,2021-01-07T00:00:00,64,64
ΗΜΑΘΙΑΣ,201,8,38,2021-01-07T00:00:00,197,197
ΗΡΑΚΛΕΙΟΥ,1301,16,130,2021-01-07T00:00:00,479,479
ΘΑΣΟΥ,103,0,0,2021-01-07T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,40,40,2021-01-07T00:00:00,40,40
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,116,697,2021-01-07T00:00:00,3921,3921
ΘΗΡΑΣ,1202,0,0,2021-01-07T00:00:00,0,0
ΙΘΑΚΗΣ,602,0,0,2021-01-07T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,0,0,2021-01-07T00:00:00,0,0
ΙΩΑΝΝΙΝΩΝ,403,30,190,2021-01-07T00:00:00,1253,1253
ΚΑΒΑΛΑΣ,104,0,0,2021-01-07T00:00:00,0,0
ΚΑΛΥΜΝΟΥ,1203,0,0,2021-01-07T00:00:00,0,0
ΚΑΡΔΙΤΣΑΣ,501,-5,100,2021-01-07T00:00:00,445,445
ΚΑΡΠΑΘΟΥ,1204,0,0,2021-01-07T00:00:00,0,0
ΚΑΣΤΟΡΙΑΣ,302,0,0,2021-01-07T00:00:00,0,0
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-07T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,404,1986,2021-01-07T00:00:00,9005,9005
ΚΕΡΚΥΡΑΣ,603,0,0,2021-01-07T00:00:00,0,0
ΚΕΦΑΛΛΗΝΙΑΣ,604,0,0,2021-01-07T00:00:00,0,0
ΚΙΛΚΙΣ,203,0,0,2021-01-07T00:00:00,0,0
ΚΟΖΑΝΗΣ,303,-10,80,2021-01-07T00:00:00,398,398
ΚΟΡΙΝΘΙΑΣ,1003,-30,20,2021-01-07T00:00:00,170,170
ΚΩ,1206,0,0,2021-01-07T00:00:00,0,0
ΛΑΚΩΝΙΑΣ,1004,79,79,2021-01-07T00:00:00,79,79
ΛΑΡΙΣΑΣ,502,116,228,2021-01-07T00:00:00,1276,1276
ΛΑΣΙΘΙΟΥ,1302,0,0,2021-01-07T00:00:00,0,0
ΛΕΣΒΟΥ,1102,0,0,2021-01-07T00:00:00,0,0
ΛΕΥΚΑΔΑΣ,605,0,0,2021-01-07T00:00:00,0,0
ΛΗΜΝΟΥ,1103,0,0,2021-01-07T00:00:00,0,0
ΜΑΓΝΗΣΙΑΣ,503,0,0,2021-01-07T00:00:00,0,0
ΜΕΣΣΗΝΙΑΣ,1005,0,0,2021-01-07T00:00:00,0,0
ΜΗΛΟΥ,1207,0,0,2021-01-07T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-07T00:00:00,0,0
ΝΑΞΟΥ,1209,0,0,2021-01-07T00:00:00,0,0
ΝΗΣΩΝ,906,0,0,2021-01-07T00:00:00,0,0
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,0,0,2021-01-07T00:00:00,0,0
ΞΑΝΘΗΣ,105,10,10,2021-01-07T00:00:00,10,10
ΠΑΡΟΥ,1210,0,0,2021-01-07T00:00:00,0,0
ΠΕΙΡΑΙΩΣ,908,-10,123,2021-01-07T00:00:00,572,572
ΠΕΛΛΑΣ,204,-15,88,2021-01-07T00:00:00,397,397
ΠΙΕΡΙΑΣ,205,-32,32,2021-01-07T00:00:00,272,272
ΠΡΕΒΕΖΑΣ,404,31,31,2021-01-07T00:00:00,31,31
ΡΕΘΥΜΝΟΥ,1303,0,0,2021-01-07T00:00:00,0,0
ΡΟΔΟΠΗΣ,106,0,0,2021-01-07T00:00:00,0,0
ΡΟΔΟΥ,1211,0,0,2021-01-07T00:00:00,0,0
ΣΑΜΟΥ,1104,0,0,2021-01-07T00:00:00,0,0
ΣΕΡΡΩΝ,206,0,0,2021-01-07T00:00:00,0,0
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-07T00:00:00,0,0
ΣΥΡΟΥ,1212,0,0,2021-01-07T00:00:00,0,0
ΤΗΝΟΥ,1213,0,0,2021-01-07T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,30,115,2021-01-07T00:00:00,400,400
ΦΘΙΩΤΙΔΑΣ,804,36,36,2021-01-07T00:00:00,36,36
ΦΛΩΡΙΝΑΣ,304,0,0,2021-01-07T00:00:00,0,0
ΦΩΚΙΔΑΣ,805,0,0,2021-01-07T00:00:00,0,0
ΧΑΛΚΙΔΙΚΗΣ,207,0,0,2021-01-07T00:00:00,0,0
ΧΑΝΙΩΝ,1304,-5,150,2021-01-07T00:00:00,600,600
ΧΙΟΥ,1105,0,0,2021-01-07T00:00:00,0,0
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,241,436,2021-01-08T00:00:00,1443,1443
ΕΒΡΟΥ,102,92,92,2021-01-08T00:00:00,92,92
ΕΥΒΟΙΑΣ,802,122,172,2021-01-08T00:00:00,222,222
ΕΥΡΥΤΑΝΙΑΣ,803,50,50,2021-01-08T00:00:00,50,50
ΖΑΚΥΝΘΟΥ,601,0,0,2021-01-08T00:00:00,0,0
ΗΛΕΙΑΣ,703,141,206,2021-01-08T00:00:00,271,271
ΗΜΑΘΙΑΣ,201,52,90,2021-01-08T00:00:00,287,287
ΗΡΑΚΛΕΙΟΥ,1301,71,206,2021-01-08T00:00:00,690,690
ΘΑΣΟΥ,103,0,0,2021-01-08T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,45,85,2021-01-08T00:00:00,125,125
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,76,781,2021-01-08T00:00:00,4710,4710
ΘΗΡΑΣ,1202,0,0,2021-01-08T00:00:00,0,0
ΙΘΑΚΗΣ,602,0,0,2021-01-08T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,0,0,2021-01-08T00:00:00,0,0
ΙΩΑΝΝΙΝΩΝ,403,30,220,2021-01-08T00:00:00,1473,1473
ΚΑΒΑΛΑΣ,104,87,87,2021-01-08T00:00:00,87,87
ΚΑΛΥΜΝΟΥ,1203,0,0,2021-01-08T00:00:00,0,0
ΚΑΡΔΙΤΣΑΣ,501,-1,99,2021-01-08T00:00:00,544,544
ΚΑΡΠΑΘΟΥ,1204,0,0,2021-01-08T00:00:00,0,0
ΚΑΣΤΟΡΙΑΣ,302,60,60,2021-01-08T00:00:00,60,60
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-08T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,-126,1875,2021-01-08T00:00:00,10895,10895
ΚΕΡΚΥΡΑΣ,603,0,0,2021-01-08T00:00:00,0,0
ΚΕΦΑΛΛΗΝΙΑΣ,604,0,0,2021-01-08T00:00:00,0,0
ΚΙΛΚΙΣ,203,104,104,2021-01-08T00:00:00,104,104
ΚΟΖΑΝΗΣ,303,-30,50,2021-01-08T00:00:00,448,448
ΚΟΡΙΝΘΙΑΣ,1003,35,55,2021-01-08T00:00:00,225,225
ΚΩ,1206,0,0,2021-01-08T00:00:00,0,0
ΛΑΚΩΝΙΑΣ,1004,88,174,2021-01-08T00:00:00,260,260
ΛΑΡΙΣΑΣ,502,-63,165,2021-01-08T00:00:00,1441,1441
ΛΑΣΙΘΙΟΥ,1302,177,177,2021-01-08T00:00:00,177,177
ΛΕΣΒΟΥ,1102,0,0,2021-01-08T00:00:00,0,0
ΛΕΥΚΑΔΑΣ,605,0,0,2021-01-08T00:00:00,0,0
ΛΗΜΝΟΥ,1103,0,0,2021-01-08T00:00:00,0,0
ΜΑΓΝΗΣΙΑΣ,503,95,95,2021-01-08T00:00:00,95,95
ΜΕΣΣΗΝΙΑΣ,1005,213,216,2021-01-08T00:00:00,219,219
ΜΗΛΟΥ,1207,0,0,2021-01-08T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-08T00:00:00,0,0
ΝΑΞΟΥ,1209,0,0,2021-01-08T00:00:00,0,0
ΝΗΣΩΝ,906,0,0,2021-01-08T00:00:00,0,0
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,0,0,2021-01-08T00:00:00,0,0
ΞΑΝΘΗΣ,105,100,110,2021-01-08T00:00:00,120,120
ΠΑΡΟΥ,1210,0,0,2021-01-08T00:00:00,0,0
ΠΕΙΡΑΙΩΣ,908,261,385,2021-01-08T00:00:00,958,958
ΠΕΛΛΑΣ,204,-24,66,2021-01-08T00:00:00,465,465
ΠΙΕΡΙΑΣ,205,-2,30,2021-01-08T00:00:00,302,302
ΠΡΕΒΕΖΑΣ,404,79,112,2021-01-08T00:00:00,145,145
ΡΕΘΥΜΝΟΥ,1303,50,50,2021-01-08T00:00:00,50,50
ΡΟΔΟΠΗΣ,106,50,50,2021-01-08T00:00:00,50,50
ΡΟΔΟΥ,1211,0,0,2021-01-08T00:00:00,0,0
ΣΑΜΟΥ,1104,0,0,2021-01-08T00:00:00,0,0
ΣΕΡΡΩΝ,206,92,92,2021-01-08T00:00:00,92,92
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-08T00:00:00,0,0
ΣΥΡΟΥ,1212,0,0,2021-01-08T00:00:00,0,0
ΤΗΝΟΥ,1213,0,0,2021-01-08T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,-25,90,2021-01-08T00:00:00,490,490
ΦΘΙΩΤΙΔΑΣ,804,107,146,2021-01-08T00:00:00,185,185
ΦΛΩΡΙΝΑΣ,304,79,79,2021-01-08T00:00:00,79,79
ΦΩΚΙΔΑΣ,805,50,50,2021-01-08T00:00:00,50,50
ΧΑΛΚΙΔΙΚΗΣ,207,50,50,2021-01-08T00:00:00,50,50
ΧΑΝΙΩΝ,1304,20,170,2021-01-08T00:00:00,770,770
ΧΙΟΥ,1105,0,0,2021-01-08T00:00:00,0,0
ΙΩΑΝΝΙΝΩΝ,403,-86,134,2021-01-09T00:00:00,1607,1607
ΚΑΒΑΛΑΣ,104,9,99,2021-01-09T00:00:00,189,189
ΚΑΛΥΜΝΟΥ,1203,0,0,2021-01-09T00:00:00,0,0
ΚΑΡΔΙΤΣΑΣ,501,-99,0,2021-01-09T00:00:00,544,544
ΚΑΡΠΑΘΟΥ,1204,0,0,2021-01-09T00:00:00,0,0
ΚΑΣΤΟΡΙΑΣ,302,-6,54,2021-01-09T00:00:00,114,114
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-09T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,-962,923,2021-01-09T00:00:00,11828,11828
ΚΕΡΚΥΡΑΣ,603,0,0,2021-01-09T00:00:00,0,0
ΚΕΦΑΛΛΗΝΙΑΣ,604,0,0,2021-01-09T00:00:00,0,0
ΚΙΛΚΙΣ,203,-55,50,2021-01-09T00:00:00,155,155
ΚΟΖΑΝΗΣ,303,0,50,2021-01-09T00:00:00,498,498
ΚΟΡΙΝΘΙΑΣ,1003,0,55,2021-01-09T00:00:00,280,280
ΚΩ,1206,0,0,2021-01-09T00:00:00,0,0
ΛΑΚΩΝΙΑΣ,1004,-54,122,2021-01-09T00:00:00,384,384
ΛΑΡΙΣΑΣ,502,-125,40,2021-01-09T00:00:00,1481,1481
ΛΑΣΙΘΙΟΥ,1302,-87,92,2021-01-09T00:00:00,271,271
ΛΕΣΒΟΥ,1102,0,0,2021-01-09T00:00:00,0,0
ΛΕΥΚΑΔΑΣ,605,0,0,2021-01-09T00:00:00,0,0
ΛΗΜΝΟΥ,1103,0,0,2021-01-09T00:00:00,0,0
ΜΑΓΝΗΣΙΑΣ,503,0,95,2021-01-09T00:00:00,190,190
ΜΕΣΣΗΝΙΑΣ,1005,-76,144,2021-01-09T00:00:00,367,367
ΜΗΛΟΥ,1207,0,0,2021-01-09T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-09T00:00:00,0,0
ΝΑΞΟΥ,1209,0,0,2021-01-09T00:00:00,0,0
ΝΗΣΩΝ,906,0,0,2021-01-09T00:00:00,0,0
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,0,0,2021-01-09T00:00:00,0,0
ΞΑΝΘΗΣ,105,0,110,2021-01-09T00:00:00,230,230
ΠΑΡΟΥ,1210,0,0,2021-01-09T00:00:00,0,0
ΠΕΙΡΑΙΩΣ,908,-93,300,2021-01-09T00:00:00,1266,1266
ΠΕΛΛΑΣ,204,-43,24,2021-01-09T00:00:00,490,490
ΠΙΕΡΙΑΣ,205,-15,15,2021-01-09T00:00:00,317,317
ΠΡΕΒΕΖΑΣ,404,-52,63,2021-01-09T00:00:00,211,211
ΡΕΘΥΜΝΟΥ,1303,0,50,2021-01-09T00:00:00,100,100
ΡΟΔΟΠΗΣ,106,0,50,2021-01-09T00:00:00,100,100
ΡΟΔΟΥ,1211,0,0,2021-01-09T00:00:00,0,0
ΣΑΜΟΥ,1104,0,0,2021-01-09T00:00:00,0,0
ΣΕΡΡΩΝ,206,1,95,2021-01-09T00:00:00,189,189
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-09T00:00:00,0,0
ΣΥΡΟΥ,1212,0,0,2021-01-09T00:00:00,0,0
ΤΗΝΟΥ,1213,0,0,2021-01-09T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,-40,50,2021-01-09T00:00:00,540,540
ΦΘΙΩΤΙΔΑΣ,804,-46,100,2021-01-09T00:00:00,285,285
ΦΛΩΡΙΝΑΣ,304,-19,60,2021-01-09T00:00:00,139,139
ΦΩΚΙΔΑΣ,805,-10,40,2021-01-09T00:00:00,90,90
ΧΑΛΚΙΔΙΚΗΣ,207,15,65,2021-01-09T00:00:00,115,115
ΧΑΝΙΩΝ,1304,-85,85,2021-01-09T00:00:00,855,855
ΧΙΟΥ,1105,0,0,2021-01-09T00:00:00,0,0
ΚΩ,1206,0,0,2021-01-10T00:00:00,0,0
ΛΑΚΩΝΙΑΣ,1004,-122,0,2021-01-10T00:00:00,380,380
ΛΑΡΙΣΑΣ,502,10,50,2021-01-10T00:00:00,1524,1524
ΛΑΣΙΘΙΟΥ,1302,-12,79,2021-01-10T00:00:00,349,349
ΛΕΣΒΟΥ,1102,0,0,2021-01-10T00:00:00,0,0
ΛΕΥΚΑΔΑΣ,605,0,0,2021-01-10T00:00:00,0,0
ΛΗΜΝΟΥ,1103,0,0,2021-01-10T00:00:00,0,0
ΜΑΓΝΗΣΙΑΣ,503,-15,80,2021-01-10T00:00:00,270,270
ΜΕΣΣΗΝΙΑΣ,1005,-30,114,2021-01-10T00:00:00,477,477
ΜΗΛΟΥ,1207,0,0,2021-01-10T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-10T00:00:00,0,0
ΝΑΞΟΥ,1209,0,0,2021-01-10T00:00:00,0,0
ΝΗΣΩΝ,906,0,0,2021-01-10T00:00:00,0,0
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,0,0,2021-01-10T00:00:00,0,0
ΞΑΝΘΗΣ,105,-5,105,2021-01-10T00:00:00,335,335
ΠΑΡΟΥ,1210,0,0,2021-01-10T00:00:00,0,0
